time,panda_joint1,panda_joint2,panda_joint3,panda_joint4,panda_joint5,panda_joint6,panda_joint7
2.650755,0.201075185,-0.893034526,-0.231532379,-2.035480797,-0.190277156,1.156460456,-0.026595028
2.660553,0.201075185,-0.893034526,-0.231532379,-2.035480797,-0.190277156,1.156460456,-0.026595028
2.670026,0.201075185,-0.893034526,-0.231532379,-2.035480797,-0.190277156,1.156460456,-0.026595028
2.680011,0.201075185,-0.893034526,-0.231532379,-2.035480797,-0.190277156,1.156460456,-0.026595028
2.692234,0.201075185,-0.893034526,-0.231532379,-2.035480797,-0.190277156,1.156460456,-0.026595028
2.699987,0.201075185,-0.893034526,-0.231532379,-2.035480797,-0.190277156,1.156460456,-0.026595028
2.710600,0.201075185,-0.893034526,-0.231532379,-2.035480797,-0.190277156,1.156460456,-0.026595028
2.720911,0.201075185,-0.893034526,-0.231532379,-2.035480797,-0.190277156,1.156460456,-0.026595028
2.730023,0.201075185,-0.893034526,-0.231532379,-2.035480797,-0.190277156,1.156460456,-0.026595028
2.742205,0.201075185,-0.893034526,-0.231532379,-2.035480797,-0.190277156,1.156460456,-0.026595028
2.750027,0.201075185,-0.893034526,-0.231532379,-2.035480797,-0.190277156,1.156460456,-0.026595028
2.759941,0.201075185,-0.893034526,-0.231532379,-2.035480797,-0.190277156,1.156460456,-0.026595028
2.769805,0.201075185,-0.893034526,-0.231532379,-2.035480797,-0.190277156,1.156460456,-0.026595028
2.780051,0.201075185,-0.893034526,-0.231532379,-2.035480797,-0.190277156,1.156460456,-0.026595028
2.790005,0.201075185,-0.893034526,-0.231532379,-2.035480797,-0.190277156,1.156460456,-0.026595028
2.800984,0.201075185,-0.893034526,-0.231532379,-2.035480797,-0.190277156,1.156460456,-0.026595028
2.809944,0.201075185,-0.893034526,-0.231532379,-2.035480797,-0.190277156,1.156460456,-0.026595028
2.820063,0.201075185,-0.893034526,-0.231532379,-2.035480797,-0.190277156,1.156460456,-0.026595028
2.830979,0.201075185,-0.893034526,-0.231532379,-2.035480797,-0.190277156,1.156460456,-0.026595028
2.839980,0.201075185,-0.893034526,-0.231532379,-2.035480797,-0.190277156,1.156460456,-0.026595028
2.850174,0.201075185,-0.893034526,-0.231532379,-2.035480797,-0.190277156,1.156460456,-0.026595028
2.859918,0.201075185,-0.893034526,-0.231532379,-2.035480797,-0.190277156,1.156460456,-0.026595028
2.871567,0.201075185,-0.893034526,-0.231532379,-2.035480797,-0.190277156,1.156460456,-0.026595028
2.880262,0.201075185,-0.893034526,-0.231532379,-2.035480797,-0.190277156,1.156460456,-0.026595028
